id,latitude,longitude,num_bus_2km,num_subway_2km,num_shop_2km,nearest_shop(m),num_restaurant_2km,neighbourhood_cleansed,room_type,accommodates,baths,beds,days,amenities,price,future_occupancy
46792235,49.26423,-123.06698,196,5,174,195.93097866687276,162,Grandview-Woodland,Entire home/apt,2,1.0,1,338,20,98.0,0.9
19699282,49.27751,-123.13336,287,8,154,223.85249021854867,687,West End,Entire home/apt,6,3.0,3,2876,14,285.0,1.0
20361528,49.24156,-123.04932,244,4,138,455.384589487214,140,Renfrew-Collingwood,Private room,2,0.5,1,1550,16,65.0,0.2
28604839,49.28117,-123.09964,266,8,167,72.460146557845,466,Downtown Eastside,Entire home/apt,3,1.0,2,1197,19,85.0,1.0
13999471,49.24141,-123.03011,229,3,132,193.00972255071358,99,Renfrew-Collingwood,Entire home/apt,6,1.5,3,2289,19,136.0,1.0
47054554,49.27338,-123.13136,314,9,160,230.13283899666064,713,Downtown,Entire home/apt,2,1.0,1,338,13,100.0,0.267
43629984,49.231579,-123.037613,234,3,117,269.01151960885056,80,Killarney,Entire home/apt,5,1.0,3,1124,19,130.0,0.433
49936362,49.23165,-123.04719,244,3,129,503.1241454456163,140,Killarney,Entire home/apt,4,1.0,2,173,19,128.0,0.067
14724594,49.27497,-123.11716,360,10,162,232.4702849483231,688,Downtown,Entire home/apt,2,1.0,1,2543,16,140.0,1.0
1417881,49.26732,-123.06827,189,4,179,94.82487653923192,169,Grandview-Woodland,Entire home/apt,4,2.0,3,3036,20,399.0,0.367
38160464,49.27452,-123.12347,366,10,163,101.849759471825,754,Downtown,Entire home/apt,3,1.0,1,802,19,88.0,1.0
48846533,49.25829,-123.13743,204,3,156,92.23787217132801,232,Fairview,Entire home/apt,4,2.0,3,3456,13,295.0,1.0
51656840,49.27818,-123.1205,347,10,165,100.58546303034478,716,Downtown,Entire home/apt,3,1.0,1,84,20,225.0,0.533
52899305,49.25,-123.06494,234,5,148,501.0553089166665,150,Kensington-Cedar Cottage,Entire home/apt,2,1.0,1,2580,15,130.0,0.6
25750918,49.28557,-123.12443,238,7,163,46.4428311298503,603,West End,Entire home/apt,2,1.0,2,1252,15,74.0,0.967
24066686,49.26163,-123.12808,227,4,171,460.53568222127853,372,Fairview,Entire home/apt,4,1.5,2,1579,15,135.0,0.8
72659,49.27345,-123.07031,200,3,167,133.33430956313748,149,Grandview-Woodland,Entire home/apt,4,1.5,2,3929,19,210.0,1.0
5423637,49.2827,-123.1241,266,8,171,80.96762675604786,633,West End,Entire home/apt,3,1.0,2,2543,12,140.0,1.0
40898747,49.25886,-123.10709,227,4,186,386.6247348612655,261,Mount Pleasant,Entire home/apt,6,2.5,5,3694,17,130.0,1.0
51517972,49.22635,-123.12193,165,3,94,1462.663513518219,25,Oakridge,Private room,1,1.0,1,1280,18,50.0,0.833
37962863,49.27832,-123.12114,343,10,165,53.68434905418076,712,Downtown,Entire home/apt,2,1.0,2,1960,19,179.0,0.7
49671642,49.24824,-123.09289,212,1,180,460.7016764413956,185,Riley Park,Entire home/apt,4,1.0,2,3770,20,118.0,0.667
49292823,49.26632,-123.09976,282,6,179,370.51967461745835,405,Mount Pleasant,Entire home/apt,2,1.0,1,2145,15,130.0,1.0
31929412,49.28036,-123.10741,307,9,166,8.076685687429373,586,Downtown,Entire home/apt,6,2.0,5,1467,20,278.0,0.6
377706,49.27799,-123.07101,183,3,162,335.22048257210105,140,Grandview-Woodland,Private room,1,1.0,1,3528,18,48.0,0.433
27225525,49.25011,-123.12779,204,2,180,824.3391569719332,170,Shaughnessy,Entire home/apt,3,1.0,2,1321,18,75.0,1.0
44193201,49.28376,-123.12375,255,7,167,137.82392185969476,630,West End,Entire home/apt,4,2.0,2,482,9,275.0,0.0
13490,49.25622,-123.06607,211,6,168,486.6175773889842,168,Kensington-Cedar Cottage,Entire home/apt,2,1.0,1,4381,19,149.0,0.767
15022825,49.26643,-123.05809,193,5,154,405.0492655588291,139,Grandview-Woodland,Entire home/apt,4,1.0,1,1881,20,195.0,0.067
29266447,49.26089,-123.10111,227,5,182,48.26770492250476,259,Mount Pleasant,Entire home/apt,4,1.0,2,2627,19,115.0,0.867
52940209,49.28126,-123.10915,293,9,166,110.8400314667724,575,Downtown,Private room,2,1.0,1,2733,20,63.0,1.0
35614424,49.29008,-123.13387,193,6,140,42.75310559509205,493,West End,Entire home/apt,2,1.0,1,1019,14,115.0,0.0
21701347,49.28124,-123.1093,292,9,165,112.65087789753481,576,Downtown,Entire home/apt,6,2.0,2,1973,19,201.0,0.633
35722840,49.24755,-123.0914,218,1,175,348.26670782506034,180,Riley Park,Entire home/apt,2,1.0,1,875,18,135.0,0.4
874731,49.25785,-123.12199,214,4,181,399.84112827009227,308,Fairview,Private room,2,1.0,1,3483,19,109.0,0.933
41244337,49.26694,-123.13986,225,3,142,237.91672524256802,388,Fairview,Entire home/apt,4,1.0,2,1664,20,145.0,0.667
28364428,49.27956,-123.1198,337,10,169,98.20613420789216,702,Downtown,Entire home/apt,4,1.0,1,1878,16,95.0,1.0
32147865,49.2208,-123.10123,166,3,91,400.48289408172553,43,Sunset,Entire home/apt,4,2.0,2,1085,20,99.0,0.6
21188818,49.26024,-123.12837,222,4,171,310.632706686702,330,Fairview,Entire home/apt,2,1.0,1,1579,20,105.0,1.0
51637019,49.22628,-123.1219,166,3,94,1460.459062585207,26,Oakridge,Entire home/apt,1,1.0,1,1280,18,47.0,0.9
52882983,49.27876,-123.12647,303,10,163,142.11938625529186,721,Downtown,Entire home/apt,2,1.0,1,919,9,200.0,1.0
15027668,49.25525,-123.10767,199,3,188,515.8320275685788,245,Riley Park,Entire home/apt,2,1.0,1,1881,19,206.0,0.3
33721183,49.27485,-123.13347,301,9,159,222.87495618709,695,Downtown,Entire home/apt,2,1.5,1,4385,14,120.0,0.3
50307082,49.29419,-123.13586,140,5,133,313.66425415601486,355,Downtown,Entire home/apt,4,1.5,2,150,15,189.0,1.0
50902531,49.28749,-123.11823,253,7,162,123.43982397098297,605,Downtown,Entire home/apt,6,2.5,3,668,18,936.0,1.0
7548858,49.26595,-123.09794,278,6,178,366.3748450863759,351,Mount Pleasant,Entire home/apt,2,1.0,1,3664,10,245.0,1.0
53173521,49.28474274893092,-123.12480541077483,241,7,167,52.333383792855,608,West End,Entire home/apt,1,1.0,1,998,16,228.0,0.233
7112627,49.26746,-123.12785,263,6,163,540.7807132957735,531,Fairview,Entire home/apt,4,2.0,2,2501,19,249.0,1.0
14726102,49.2172,-123.13793,138,2,54,890.4363285824061,44,Marpole,Private room,2,0.5,1,3736,19,100.0,1.0
444187,49.26743,-123.11178,337,7,176,355.11936306457847,607,Mount Pleasant,Entire home/apt,8,2.5,5,4022,19,395.0,1.0
34017979,49.27634,-123.11305,348,10,164,153.44748226232218,662,Downtown,Entire home/apt,4,2.0,2,2855,20,185.0,1.0
26840662,49.25897,-123.13424,204,4,166,307.51407747844115,249,Fairview,Entire home/apt,3,1.0,1,1298,16,100.0,1.0
24100729,49.2816,-123.11712,309,9,168,171.14340623634274,655,Downtown,Entire home/apt,2,1.0,1,2307,14,149.0,1.0
52027528,49.27366,-123.12863,326,9,160,163.58752674047687,723,Downtown,Entire home/apt,4,2.5,2,2888,9,499.0,0.133
1118858,49.28239,-123.13021,250,7,163,202.55312655807924,606,West End,Private room,2,1.0,1,4315,6,65.0,0.833
19830395,49.28302,-123.13172,245,7,160,149.16856206793594,600,West End,Entire home/apt,2,2.0,1,2907,19,130.0,1.0
36001864,49.27673,-123.12961,303,9,156,58.33234485931225,725,Downtown,Entire home/apt,3,1.0,2,1306,20,99.0,1.0
51252620,49.23235,-123.04779,241,3,129,445.0147317939458,142,Killarney,Entire home/apt,6,2.5,3,173,19,293.0,0.067
24920942,49.28927,-123.13857,166,5,139,60.93033525628254,455,West End,Entire home/apt,3,1.0,1,2102,16,110.0,1.0
24389296,49.28062,-123.12768,273,8,166,245.21343334362692,660,West End,Entire home/apt,4,2.0,2,3981,19,255.0,1.0
19001,49.2766,-123.12935,305,9,157,78.79159788120174,730,Downtown,Entire home/apt,2,1.0,1,4306,20,102.0,1.0
51457997,49.278667,-123.107681,319,10,163,90.06834980211131,612,Downtown,Entire home/apt,6,2.0,3,1441,19,286.0,0.267
50834436,49.29157,-123.14117,128,2,135,320.09060002001644,329,West End,Entire home/apt,4,1.5,3,124,12,256.0,0.8
43639445,49.27466,-123.11493,360,10,163,214.70106263243323,681,Downtown,Entire home/apt,4,1.0,1,1878,13,100.0,1.0
38331917,49.24916,-123.11136,205,4,187,308.31804389415134,212,Riley Park,Private room,1,1.25,2,909,19,56.0,0.267
39079351,49.24918,-123.08086,227,4,168,291.37183389978475,200,Kensington-Cedar Cottage,Entire home/apt,4,1.0,2,766,17,125.0,1.0
4888430,49.26147,-123.08229,236,4,181,257.64371471244084,234,Mount Pleasant,Entire home/apt,2,1.0,1,2509,16,79.0,0.9
1273760,49.28478,-123.1192,259,8,165,217.1788031655944,632,Downtown,Private room,4,1.0,2,4688,9,129.0,0.467
39560367,49.27398,-123.11887,366,10,163,115.439772004177,703,Downtown,Entire home/apt,4,2.0,2,2069,16,119.0,1.0
36398504,49.29321,-123.13533,154,5,135,200.23044362512368,391,West End,Entire home/apt,4,1.0,2,788,19,125.0,0.967
42271343,49.25349,-123.10867,202,3,190,496.92569413532965,243,Riley Park,Entire home/apt,2,1.0,1,1769,19,99.0,0.967
44005542,49.27883,-123.11714,335,10,167,63.08341664113696,701,Downtown,Entire home/apt,5,2.5,2,2978,20,230.0,1.0
21163623,49.2833,-123.12769,246,7,166,211.77875842764954,601,West End,Entire home/apt,2,1.0,1,3971,14,116.0,0.7
45345957,49.24642,-123.02565,214,4,130,816.424629547977,97,Renfrew-Collingwood,Entire home/apt,4,1.5,1,1310,17,118.0,0.6
43880349,49.22318,-123.12745,174,3,82,1677.163662492532,47,Oakridge,Private room,2,0.75,1,1164,14,63.0,0.433
52774096,49.23838,-123.04319,246,3,141,305.62204046343993,131,Renfrew-Collingwood,Entire home/apt,2,1.0,1,3504,18,70.0,0.533
42876546,49.28405,-123.13174,239,7,157,251.12525667478565,590,West End,Entire home/apt,5,1.0,3,808,12,149.0,1.0
37962482,49.21958,-123.09177,173,1,93,628.3078208712374,50,Sunset,Private room,3,1.0,3,808,7,70.0,1.0
28941586,49.24718,-123.14192,175,1,152,894.1068377067716,85,Shaughnessy,Entire home/apt,4,1.0,2,1133,8,97.0,1.0
30342646,49.2836,-123.13254,241,7,155,188.19284000963773,589,West End,Entire home/apt,2,1.0,1,2658,20,225.0,1.0
14739485,49.28016,-123.11825,329,10,169,57.98470296651698,698,Downtown,Entire home/apt,4,2.0,2,1983,20,516.0,1.0
14823788,49.27892,-123.1081,321,10,163,63.79102850379895,613,Downtown,Entire home/apt,6,2.0,6,2077,19,150.0,1.0
8118622,49.27805,-123.12536,319,10,163,68.73277791473836,737,Downtown,Entire home/apt,4,2.0,2,2262,14,500.0,0.567
49633889,49.24341,-123.07173,215,2,134,504.8663148212047,122,Kensington-Cedar Cottage,Entire home/apt,6,2.0,4,2158,15,120.0,1.0
47432370,49.28054,-123.10969,303,9,166,122.12222021413056,595,Downtown,Entire home/apt,6,2.0,4,311,20,271.0,0.533
50767718,49.24472,-123.09797,201,2,175,256.4207403501646,152,Riley Park,Entire home/apt,6,1.0,3,1888,20,186.0,0.567
31760440,49.28036,-123.12206,314,9,169,91.39237746861872,692,Downtown,Entire home/apt,3,1.0,1,1958,18,197.0,0.833
24503070,49.27972,-123.06113,147,1,153,144.8436613326403,117,Grandview-Woodland,Entire home/apt,8,3.5,5,2604,20,300.0,1.0
654763,49.2506,-123.07175,203,4,163,245.49004378837984,158,Kensington-Cedar Cottage,Entire home/apt,1,1.0,1,3452,11,77.0,1.0
27614109,49.28887,-123.13784,173,6,140,37.803246190984915,485,West End,Shared room,1,0.5,1,1374,7,76.0,1.0
7748307,49.27765,-123.11536,340,10,164,119.809450035272,666,Downtown,Entire home/apt,4,1.0,1,3909,14,125.0,0.0
38242671,49.23529,-123.03426,241,3,117,164.1329111546092,95,Renfrew-Collingwood,Entire home/apt,4,1.0,2,1908,18,90.0,0.733
6854409,49.26408,-123.12831,236,4,165,598.824946013736,463,Fairview,Entire home/apt,2,1.0,2,3077,19,140.0,1.0
19805434,49.25986,-123.12692,225,4,173,264.38192041236414,344,Fairview,Entire home/apt,2,1.0,1,1579,15,85.0,1.0
42812975,49.27897,-123.12185,337,10,167,38.31048462920815,709,Downtown,Entire home/apt,6,2.0,3,3447,20,385.0,0.033
47344582,49.27827,-123.07244,189,3,165,380.65539961771225,151,Grandview-Woodland,Entire home/apt,2,1.0,1,3147,16,110.0,1.0
11922799,49.27539,-123.13316,304,9,159,192.69241728238092,704,Downtown,Entire home/apt,2,1.0,1,2058,20,80.0,1.0
51389182,49.27612,-123.11397,346,10,163,98.80029291378692,670,Downtown,Entire home/apt,2,1.0,1,538,14,163.0,0.7
17517890,49.25282,-123.08034,218,4,174,71.00181192240504,225,Kensington-Cedar Cottage,Entire home/apt,4,1.0,2,2624,12,120.0,1.0
26419301,49.25997,-123.12763,221,4,172,273.8509644913572,342,Fairview,Entire home/apt,2,1.0,1,1579,20,120.0,0.567
5602997,49.27549,-123.06406,180,3,167,380.9543869620354,135,Grandview-Woodland,Entire home/apt,4,1.0,2,2437,20,185.0,0.367
49045256,49.27052,-123.05919,194,4,163,232.35630040674434,143,Grandview-Woodland,Entire home/apt,4,1.0,2,2028,10,90.0,0.967
19209231,49.26456,-123.12753,247,4,165,545.3710745153189,488,Fairview,Entire home/apt,2,1.0,1,1610,19,171.0,0.5
51442318,49.26998,-123.03715,167,3,109,206.11156952412625,72,Hastings-Sunrise,Entire home/apt,3,2.0,2,1041,20,130.0,1.0
50133826,49.27607,-123.11615,356,10,163,93.65816231116929,678,Downtown,Entire home/apt,4,1.5,2,2404,14,1000.0,1.0
42301447,49.27171,-123.03663,173,3,104,272.5365617487679,82,Hastings-Sunrise,Private room,2,1.0,1,751,12,116.0,1.0
7860202,49.21231,-123.11193,105,2,61,417.41168151509083,24,Marpole,Private room,2,1.0,1,2281,10,52.0,1.0
6602481,49.27806,-123.13061,293,8,157,37.27068875669737,712,Downtown,Entire home/apt,2,1.0,1,2353,18,108.0,1.0
29462560,49.21282,-123.08991,121,1,69,1162.6512341057125,41,Sunset,Entire home/apt,5,1.0,3,1112,19,89.0,1.0
30207221,49.28123,-123.08986,221,6,170,125.8537638283986,270,Downtown Eastside,Entire home/apt,4,1.5,2,3125,18,165.0,1.0
32044207,49.27785,-123.12058,349,10,165,119.47744231514721,719,Downtown,Entire home/apt,2,1.0,1,2849,7,83.0,1.0
33669383,49.24869,-123.1142,212,4,187,117.63982647650218,202,Riley Park,Entire home/apt,3,1.0,1,944,19,99.0,1.0
50058774,49.28139,-123.13273,251,7,154,61.09498255984905,618,West End,Entire home/apt,3,1.0,1,1052,9,102.0,0.833
48144038,49.27901,-123.12924,286,8,158,119.71674067081493,696,Downtown,Private room,4,1.0,2,891,15,285.0,0.233
39502864,49.24186,-123.13766,171,2,130,1209.0179918255426,47,Shaughnessy,Entire home/apt,2,1.0,1,757,19,163.0,0.633
20563115,49.22267,-123.03604,207,2,99,476.377068294885,72,Killarney,Private room,2,1.0,1,2620,18,65.0,0.0
53129941,49.24657305386781,-123.10110842120831,218,2,178,50.67358157586222,190,Riley Park,Entire home/apt,5,2.0,3,3477,20,280.0,0.7
22131052,49.27833,-123.12059,343,10,165,87.12877156703838,713,Downtown,Entire home/apt,4,1.0,1,1826,19,112.0,1.0
24313445,49.276779,-123.091438,262,6,170,507.7291207545983,344,Downtown Eastside,Private room,2,0.5,1,2485,17,72.0,0.867
26104723,49.22488,-123.12033,163,3,91,1342.3935907811097,26,Oakridge,Private room,3,0.5,4,1240,10,98.0,1.0
24757245,49.27671,-123.1169,353,10,163,129.3500722428966,677,Downtown,Entire home/apt,2,1.0,1,1301,11,140.0,1.0
24738337,49.25913,-123.08856,233,5,187,298.22565605654233,273,Mount Pleasant,Entire home/apt,6,1.0,2,2349,20,299.0,0.0
44358438,49.27062,-123.10899,346,10,172,220.45256876990828,637,Mount Pleasant,Entire home/apt,2,1.0,1,845,19,100.0,1.0
52972435,49.27429,-123.11537,362,10,163,255.9973896223171,685,Downtown,Entire home/apt,2,1.0,1,1362,20,125.0,0.833
70453,49.27836,-123.08716,229,3,167,461.7755358654828,267,Downtown Eastside,Entire home/apt,4,1.5,2,4366,12,303.0,1.0
37662511,49.27751,-123.11728,346,10,163,161.98840583949092,678,Downtown,Private room,1,1.0,1,2273,14,65.0,1.0
53112643,49.262436008110484,-123.14221816236429,214,2,144,429.25516740297655,252,Fairview,Private room,2,1.0,1,1254,12,111.0,0.8
40234874,49.27994,-123.12083,332,10,168,18.477767033197264,701,Downtown,Entire home/apt,3,1.0,2,3015,20,75.0,1.0
1623556,49.25259,-123.09292,207,3,184,495.97335993816176,215,Riley Park,Entire home/apt,4,1.0,2,2985,15,91.0,1.0
49633437,49.27771,-123.12085,352,10,165,120.366601860867,720,Downtown,Entire home/apt,2,1.0,1,654,8,99.0,0.0
51789714,49.29143,-123.13571,165,5,137,45.87356482774438,416,West End,Entire home/apt,3,1.0,2,76,17,113.0,0.567
1678734,49.253,-123.0657,223,6,158,663.7430271062342,159,Kensington-Cedar Cottage,Entire home/apt,4,1.0,1,3528,19,125.0,1.0
44382620,49.27776,-123.08485,219,3,165,582.8432552716598,255,Downtown Eastside,Entire home/apt,2,1.0,1,3511,15,140.0,1.0
16949164,49.266,-123.08751,246,5,180,386.0276870306542,268,Mount Pleasant,Entire home/apt,3,1.0,1,2695,15,85.0,1.0
44252533,49.2772,-123.12207,359,10,165,83.41954942173967,738,Downtown,Entire home/apt,4,2.0,2,1878,14,130.0,1.0
19627518,49.27029,-123.04597,186,4,124,141.8139046185018,135,Hastings-Sunrise,Entire home/apt,6,1.0,3,1588,18,113.0,0.533
41453394,49.27579,-123.09786,301,11,167,634.5413734923345,465,Strathcona,Entire home/apt,2,1.0,1,2743,16,125.0,1.0
50823438,49.27762,-123.10705,325,10,164,213.79555934153984,622,Downtown,Entire home/apt,3,1.0,2,128,20,222.0,1.0
28760438,49.23149,-123.02698,243,4,109,136.67055286271503,142,Killarney,Entire home/apt,6,1.0,3,1167,19,134.0,1.0
51911331,49.28003,-123.10926,308,10,166,76.61667714361477,607,Downtown,Entire home/apt,6,2.0,4,71,18,210.0,0.6
49908021,49.28105,-123.11646,315,9,168,130.2915763595404,671,Downtown,Entire home/apt,3,2.0,2,879,14,319.0,0.967
20423000,49.25155,-123.0623,210,5,151,575.1819758755161,132,Kensington-Cedar Cottage,Entire home/apt,4,2.0,2,1547,20,236.0,1.0
33786510,49.28318,-123.11073,288,9,167,81.94989463364969,579,Downtown Eastside,Private room,2,0.5,1,970,9,99.0,0.0
7674840,49.27576,-123.06508,178,3,166,311.8426622007453,135,Grandview-Woodland,Entire home/apt,7,1.0,4,3312,18,225.0,1.0
44226040,49.21394,-123.11599,128,2,66,458.47250534048027,51,Marpole,Private room,4,0.5,2,495,7,60.0,0.3
43768387,49.22663,-123.1138,180,3,93,872.4894803788861,46,Oakridge,Entire home/apt,5,1.0,3,1264,17,88.0,1.0
15287755,49.28012,-123.11419,318,10,167,210.2106595127605,647,Downtown,Entire home/apt,9,2.0,6,2348,18,1121.0,0.0
48005143,49.28406,-123.12878,238,7,164,252.82847802284093,595,West End,Entire home/apt,2,2.0,1,1052,12,120.0,1.0
35164437,49.27667,-123.1168,353,10,163,121.70295855650961,678,Downtown,Entire home/apt,2,1.0,2,903,19,129.0,0.033
50448518,49.21766,-123.11684,155,3,73,871.4698080239348,47,Marpole,Entire home/apt,5,1.0,3,1895,19,208.0,1.0
27090180,49.28763,-123.12284,238,7,161,90.65698604764665,598,Downtown,Private room,2,1.0,1,1986,19,170.0,1.0
47994243,49.28406,-123.12878,238,7,164,252.82847802284093,595,West End,Entire home/apt,2,2.0,1,1052,12,120.0,1.0
42546201,49.26523,-123.10084,276,6,181,249.4764492177395,381,Mount Pleasant,Entire home/apt,4,1.0,2,3063,16,231.0,0.7
52674979,49.27881,-123.117,333,10,167,52.86958195403642,699,Downtown,Entire home/apt,4,1.0,1,135,6,85.0,1.0
27806036,49.27431,-123.12661,332,10,160,18.54425845161245,750,Downtown,Entire home/apt,2,1.0,1,1178,19,114.0,0.733
9700554,49.28389,-123.0991,246,8,169,320.1394380682298,423,Downtown Eastside,Entire home/apt,2,1.0,1,3212,20,110.0,1.0
49756276,49.2551,-123.08143,213,4,179,254.5706366788215,214,Kensington-Cedar Cottage,Entire home/apt,3,1.0,2,3101,17,85.0,0.767
16779964,49.2826,-123.10708,280,9,164,8.274315960193917,551,Downtown Eastside,Entire home/apt,4,2.0,2,3075,20,250.0,1.0
48343866,49.27807,-123.12173,345,10,165,63.73998834599473,720,Downtown,Entire home/apt,4,1.0,2,2644,20,178.0,0.367
42937446,49.27322,-123.12778,326,10,160,157.01415236896992,716,Downtown,Entire home/apt,4,1.0,2,3447,20,230.0,0.033
16120923,49.28056,-123.12523,290,9,166,86.02579005172952,684,Downtown,Entire home/apt,2,1.0,1,1982,20,120.0,1.0
20307736,49.22338,-123.03558,215,2,99,557.7378981029809,71,Killarney,Private room,3,0.5,1,1572,16,48.0,1.0
47318132,49.27984,-123.10747,313,10,166,49.57673049887015,599,Downtown,Entire home/apt,4,1.0,3,2347,16,163.0,0.6
23241231,49.28573,-123.12514,236,7,163,54.9263929570699,597,West End,Entire home/apt,4,1.0,2,1374,18,179.0,0.9
48081316,49.27698,-123.12777,307,9,158,77.89646499970756,734,Downtown,Entire home/apt,2,1.5,1,2365,13,149.0,1.0
50784469,49.28268,-123.13277,246,7,155,84.4697243943929,601,West End,Entire home/apt,3,1.0,2,1052,9,137.0,0.833
17765,49.26132,-123.10845,238,5,183,258.4908214014714,322,Mount Pleasant,Entire home/apt,2,1.0,1,4321,17,94.0,1.0
47892580,49.27707,-123.13194,293,8,155,116.77240241131317,707,Downtown,Entire home/apt,2,1.0,2,1528,16,45.0,1.0
26473360,49.27962,-123.12008,336,10,169,78.42499347432563,701,Downtown,Entire home/apt,2,1.0,1,1225,20,250.0,0.767
36615837,49.2789,-123.1181,340,10,167,133.14735421161552,705,Downtown,Entire home/apt,2,1.0,1,1878,18,100.0,1.0
1223989,49.27843,-123.12901,288,8,157,114.94997850442556,710,Downtown,Entire home/apt,2,1.0,1,3081,16,130.0,1.0
52669221,49.27873,-123.12615,306,10,163,118.90311253375394,724,Downtown,Entire home/apt,2,1.0,1,3825,11,78.0,0.9
22700703,49.24757,-123.10317,213,3,179,141.90677257172982,202,Riley Park,Entire home/apt,2,1.0,2,4288,20,85.0,1.0
47094900,49.27518,-123.12677,324,10,158,80.74506857469615,758,Downtown,Entire home/apt,4,2.5,2,2575,13,312.0,0.0
24830620,49.27997,-123.12491,295,9,167,75.82464622050972,701,Downtown,Entire home/apt,4,1.0,2,1283,11,350.0,1.0
36736259,49.25012,-123.12143,201,4,188,435.2243599752257,192,South Cambie,Entire home/apt,2,1.0,1,1994,20,110.0,1.0
34176785,49.2781,-123.09955,301,9,165,353.4196264757589,503,Downtown Eastside,Entire home/apt,2,1.0,1,2064,19,147.0,0.3
34418103,49.27848,-123.10632,318,10,164,156.2585491936346,606,Downtown,Entire home/apt,6,2.0,4,1537,19,156.0,0.667
6364673,49.27729,-123.11603,344,10,163,102.2221436977176,673,Downtown,Entire home/apt,6,1.0,3,3981,15,248.0,1.0
48087568,49.28406,-123.12878,238,7,164,252.82847802284093,595,West End,Entire home/apt,2,1.0,1,1052,12,83.0,1.0
30743342,49.27532,-123.12493,334,10,161,68.34858348715338,759,Downtown,Entire home/apt,2,1.0,1,1062,13,199.0,1.0
51039979,49.27799,-123.11139,334,10,164,305.44436385365015,653,Downtown,Entire home/apt,3,1.0,2,2856,16,110.0,0.833
48228391,49.27539,-123.13034,306,9,158,12.31183205846798,726,Downtown,Entire home/apt,2,1.0,1,338,15,100.0,0.067
39340389,49.28151,-123.10367,279,9,164,88.42598641970822,513,Downtown Eastside,Entire home/apt,2,1.0,1,3263,19,210.0,1.0
44064013,49.28095,-123.10621,292,9,163,66.59142612398425,560,Downtown Eastside,Entire home/apt,4,2.0,2,491,12,119.0,1.0
11396241,49.27812,-123.10039,306,10,164,342.73300029539007,526,Downtown Eastside,Entire home/apt,4,1.0,2,2104,20,109.0,0.7
7518690,49.25031,-123.1205,197,4,188,376.0867085490822,194,South Cambie,Private room,1,0.5,1,3833,17,69.0,0.0
43357612,49.28422,-123.10468,264,8,165,220.9898833096883,510,Downtown,Entire home/apt,2,1.0,2,3328,13,185.0,1.0
51197209,49.27564,-123.12832,316,9,157,79.3476519031783,739,Downtown,Entire home/apt,4,2.0,2,2670,15,160.0,0.5
4630113,49.2346,-123.02652,243,4,112,267.7178019608144,144,Renfrew-Collingwood,Entire home/apt,2,1.0,1,2959,20,100.0,1.0
37061597,49.28074,-123.13674,243,7,137,308.07561455525047,597,West End,Entire home/apt,2,1.0,1,2515,19,101.0,0.667
49445133,49.28513,-123.13315,223,7,154,238.8198589514087,565,West End,Entire home/apt,2,1.0,1,2307,10,133.0,0.967
18357164,49.2663,-123.04275,171,4,125,397.04242867927024,93,Hastings-Sunrise,Entire home/apt,2,1.0,1,2675,19,97.0,0.5
49672841,49.2861,-123.12557,232,7,163,79.26888901566035,590,West End,Entire home/apt,4,2.0,2,2081,11,250.0,0.0
48227761,49.27339,-123.12986,318,9,160,225.4749332933353,711,Downtown,Entire home/apt,2,1.0,1,338,15,100.0,0.067
1629480,49.25225,-123.10756,201,3,191,562.6183889792853,240,Riley Park,Entire home/apt,2,1.0,1,2984,20,85.0,1.0
46196403,49.28742,-123.1386,187,6,140,149.00919494021056,502,West End,Private room,4,1.0,2,1094,19,176.0,0.267
28697899,49.26035,-123.0538,205,7,147,678.1182335949802,123,Renfrew-Collingwood,Entire home/apt,8,2.0,4,1456,20,250.0,0.3
18408083,49.27595,-123.12579,325,10,161,115.8177359034064,754,Downtown,Entire home/apt,4,1.0,1,4471,18,90.0,1.0
5183901,49.28337,-123.11659,301,9,166,30.139853940567306,633,Downtown,Entire home/apt,2,1.0,1,3070,19,225.0,1.0
51743055,49.26069,-123.07946,229,3,179,480.7613702688609,223,Mount Pleasant,Private room,2,0.5,1,477,8,57.0,0.0
38266089,49.27865,-123.02857,148,1,82,243.40503198543314,76,Hastings-Sunrise,Entire home/apt,2,1.0,1,797,17,88.0,1.0
49385564,49.28021,-123.10461,301,9,164,124.23308054549068,562,Downtown Eastside,Entire home/apt,4,1.0,2,1667,18,115.0,1.0
50058231,49.28136,-123.13269,251,7,154,65.00680619371377,618,West End,Entire home/apt,4,2.0,2,1052,9,175.0,1.0
49598410,49.27351,-123.12673,332,10,160,105.1977333955195,733,Downtown,Entire home/apt,2,1.0,1,1014,17,229.0,1.0
14567822,49.23575,-123.0271,241,3,115,401.9988577220633,143,Renfrew-Collingwood,Entire home/apt,2,1.0,1,4084,13,99.0,1.0
30487322,49.26671,-123.14494,217,1,140,194.1172065723092,324,Fairview,Entire home/apt,6,1.0,2,2272,11,232.0,1.0
36805705,49.26317,-123.14125,224,3,143,347.3588199583726,290,Fairview,Private room,2,0.5,1,936,8,196.0,0.0
37489892,49.27388,-123.04794,191,3,131,553.3328642527645,130,Hastings-Sunrise,Entire home/apt,5,1.0,3,824,20,116.0,0.967
39703281,49.2783,-123.10743,322,10,161,133.5913220086431,618,Downtown,Entire home/apt,8,2.0,4,740,19,380.0,1.0
48473757,49.28107,-123.12299,291,9,169,101.36472649073,662,Downtown,Entire home/apt,4,1.0,2,248,20,128.0,1.0
